product_names,prices,category
Retaj Bracelets Mamoul 1 pkt,16.90 AED,Asian Bakery
Retaj Sesame Cakes 1 pkt,16.90 AED,Asian Bakery
Retaj Brown Bread Bracelets 1 pkt,16.90 AED,Asian Bakery
Retaj Vanilla Biscuit 1 pkt,16.90 AED,Asian Bakery
Retaj Kleeja Large 1 pkt,19.95 AED,Asian Bakery
Retaj Brown Bread Fingers 1 pkt,16.90 AED,Asian Bakery
Retaj Nigella Sative Fingers 1 pkt,16.90 AED,Asian Bakery
Sausage Roll 1 pc,2.25 AED,Croissant and Savories Corner
BB Cheese Croissant 90 g,2.35 AED,Croissant and Savories Corner
Euro Cake Jumbo Croissant with Honey 50 g,1.70 AED,Croissant and Savories Corner
Sausage Roll 1 pc,2.90 AED,Croissant and Savories Corner
Cheese Croissant 5 pcs,8.75 AED,Croissant and Savories Corner
Lusine Cheese Croissant 60 g,1.95 AED,Croissant and Savories Corner
Lusine Apple Puff 70 g,2.00 AED,Croissant and Savories Corner
Lusine Chocolate Puff 70 g,2.10 AED,Croissant and Savories Corner
Lusine Cheese & Zaatar Croissant 60 g,1.95 AED,Croissant and Savories Corner
Lusine Cheese Puff 70 g,2.10 AED,Croissant and Savories Corner
7 Days Croissant With Strawberry 55 g,1.95 AED,Croissant and Savories Corner
Lusine Zaatar Croissant 60 g,1.95 AED,Croissant and Savories Corner
Mini Almond Croissant 10 pcs,10.50 AED,Croissant and Savories Corner
Mini Pain au Fromage Croissant 15 pcs,14.45 AED,Croissant and Savories Corner
7 Days Croissant Vanilla & Cocoa 55 g,2.00 AED,Croissant and Savories Corner
7 Days Croissant With Vanilla Cream 55 g,2.00 AED,Croissant and Savories Corner
Mini Pain Au Chocolate 12 pcs,14.50 AED,Croissant and Savories Corner
Lusine Cheese & Zaatar Puff 70 g,2.10 AED,Croissant and Savories Corner
Bridor Organic Croissant 4 pcs,10.50 AED,Croissant and Savories Corner
7 Days Mini Croissant with Cocoa Cream Filling 4 pcs 44 g,2.00 AED,Croissant and Savories Corner
KFMBC Arabic Bread Regag 350 g,11.95 AED,Healthy Bake Shop
Eggless Slice Cake 5 pcs,7.25 AED,Healthy Bake Shop
Sugar Free Chocolate Slice Cake 1 pkt,8.75 AED,Healthy Bake Shop
Modern Bakery Protein Bread 4 pcs,7.00 AED,Healthy Bake Shop
Plain Sugar Free Muffin 6 pcs,9.25 AED,Healthy Bake Shop
Sugar Free Vanilla Slice Cake 1 pkt,8.75 AED,Healthy Bake Shop
Chocolate Sugar Free Muffin 6 pcs,9.25 AED,Healthy Bake Shop
Lovemore Chocolate Brownies Cake 180 g,26.50 AED,Healthy Bake Shop
Schar Tortilla Wrap Gluten Free 160 g,31.90 AED,Healthy Bake Shop
Modern Bakery Low Calorie Whole Meal Bread 4 pcs,2.35 AED,Healthy Bake Shop
Modern Bakery Diet Bread 4 pcs,3.15 AED,Healthy Bake Shop
Modern Bakery Olive Protein Cracker 200 g,19.35 AED,Healthy Bake Shop
Modern Bakery Cheese Protein Cracker 200 g,19.35 AED,Healthy Bake Shop
Keto Salted Caramel S'More Brownie 2 pcs,19.50 AED,Healthy Bake Shop
Keto Raspberry Financier Cake 2 pcs,16.50 AED,Healthy Bake Shop
Keto Peanut Butter Brownie 2 pcs,19.50 AED,Healthy Bake Shop
Keto Brownie Cookies 2 pcs,17.50 AED,Healthy Bake Shop
Keto Expresso Bar 1 pc,16.50 AED,Healthy Bake Shop
Keto Lemon Financier Cake 2 pcs,16.50 AED,Healthy Bake Shop
Keto Macadamia Flaxseed Cookies 2 pcs,17.50 AED,Healthy Bake Shop
LuLu Beef Breakfast Sausage 300 g,15.25 AED,Cold Cuts & Prepacked Cooked Meats
LuLu Turkey Breakfast Sausage 300 g,19.95 AED,Cold Cuts & Prepacked Cooked Meats
LuLu Cooked Chicken Sausages 500 g,17.50 AED,Cold Cuts & Prepacked Cooked Meats
LuLu Chicken Franks 500 g,22.25 AED,Cold Cuts & Prepacked Cooked Meats
LuLu Beef Franks 500 g,22.50 AED,Cold Cuts & Prepacked Cooked Meats
LuLu German Frankfurter 500 g,17.50 AED,Cold Cuts & Prepacked Cooked Meats
LuLu Chicken BBQ Sausage 500 g,16.75 AED,Cold Cuts & Prepacked Cooked Meats
LuLu Lamb Franks 500 g,18.50 AED,Cold Cuts & Prepacked Cooked Meats
LuLu Smoked Turkey Breast Fat Free 250 g,15.00 AED,Cold Cuts & Prepacked Cooked Meats
Bibi Smoked Turkey Breast 250 g,19.25 AED,Cold Cuts & Prepacked Cooked Meats
Lolo Family Smoked Roasted Turkey Breast 250 g,17.50 AED,Cold Cuts & Prepacked Cooked Meats
Senora Jumbo Chicken Sausage With Sage & Onion 240 g,12.50 AED,Cold Cuts & Prepacked Cooked Meats
Senora Beef Sausage 240 g,14.90 AED,Cold Cuts & Prepacked Cooked Meats
Senora Jumbo Chicken & Cheese Sausage 240 g,12.50 AED,Cold Cuts & Prepacked Cooked Meats
Prime Smoked Turkey Breast Low Fat Roll 250 g,22.85 AED,Cold Cuts & Prepacked Cooked Meats
Khazan Beef Cocktail Sausages 250 g,19.60 AED,Cold Cuts & Prepacked Cooked Meats
Khazan Chicken Cocktail Sausage 250 g,18.80 AED,Cold Cuts & Prepacked Cooked Meats
Khazan Beef Sausages 250 g,19.00 AED,Cold Cuts & Prepacked Cooked Meats
Khazan Chicken Sausages 250 g,22.85 AED,Cold Cuts & Prepacked Cooked Meats
Prime Smoked Turkey Breast 250 g,20.00 AED,Cold Cuts & Prepacked Cooked Meats
Turkish Lombardi Pepper Pickle 300 g,6.30 AED,Olives & Pickles
Lebanese Black Olives 300 g,7.20 AED,Olives & Pickles
Jordan Black Olives Gegeer in Oil 300 g,9.00 AED,Olives & Pickles
Lebanese Green Olives 300 g,7.20 AED,Olives & Pickles
Hutesa Spanish Green Olive Stuffed Pimiento 300 g,7.75 AED,Olives & Pickles
Hutesa Spanish Black Pitted Olive 300 g,7.95 AED,Olives & Pickles
Hutesa Spanish Whole Green Olives 300 g,4.65 AED,Olives & Pickles
Hutesa Spanish Whole Black Olives 300 g,4.65 AED,Olives & Pickles
Hutesa Spanish Green Pitted Olive 300 g,7.95 AED,Olives & Pickles
Hutesa Spanish Sliced Black Olives 300 g,7.45 AED,Olives & Pickles
Hutesa Spanish Sliced Green Olives 300 g,7.45 AED,Olives & Pickles
Egyptian Onion Pickles 300 g,4.05 AED,Olives & Pickles
Syrian Red Chilly Paste 300 g,5.10 AED,Olives & Pickles
Egyptian Hot Yellow Pepper 300 g,3.95 AED,Olives & Pickles
Egyptian Lemon Pickles 300 g,3.80 AED,Olives & Pickles
Egyptian Plain Green Olives 300 g,4.95 AED,Olives & Pickles
Egyptian Mixed Pickles 300 g,1.45 AED,Olives & Pickles
Greek Green Chilly Pickles 300 g,3.75 AED,Olives & Pickles
Egyptian Premium Mixed Pickles 300 g,3.15 AED,Olives & Pickles
Greek Kalamata Olives Colossal 300 g,10.75 AED,Olives & Pickles
ID Malabar Parota 5 pcs,5.95 AED,Indian Ready-Mix
ID Whole Wheat Parota 5 pcs,5.95 AED,Indian Ready-Mix
Arogya Heat & Eat Idiyappam 10 pcs,4.95 AED,Indian Ready-Mix
ID Whole Wheat Chapati 10pcs,5.95 AED,Indian Ready-Mix
Arogya Appam Wet Mix 1 kg,6.55 AED,Indian Ready-Mix
ID Rice Idiyappam 10pcs 650 g,6.95 AED,Indian Ready-Mix
LuLu Appam Wet Mix 1 kg,5.25 AED,Indian Ready-Mix
LuLu Idiyappam 10pcs,4.95 AED,Indian Ready-Mix
LuLu Whole Wheat Chapati 6 pcs,2.90 AED,Indian Ready-Mix
LuLu Idly & Dosa Batter 1 kg,4.75 AED,Indian Ready-Mix
Id Chennai Rice Pathiri 10pcs,5.25 AED,Indian Ready-Mix
Arogya Instant Idly /Dosa Wet Mix Tub 1 kg,6.50 AED,Indian Ready-Mix
ID Chennai Idly Dosa Batter 1 kg,5.80 AED,Indian Ready-Mix
Saravana Coin Porotta 10pcs,6.25 AED,Indian Ready-Mix
Saravana Wheat Chapathi 10+2,4.75 AED,Indian Ready-Mix
LuLu Idly & Dosa Batter in Tub 1 kg,6.25 AED,Indian Ready-Mix
Aryaa Chappathi 7 pcs,3.75 AED,Indian Ready-Mix
Aryaa Idly Dosa Wet Mix 1 kg,5.50 AED,Indian Ready-Mix
Saravana Ceylon Porotta 5 pcs,4.90 AED,Indian Ready-Mix
Saravana Appam Batter 1 kg,6.75 AED,Indian Ready-Mix
Korean Slice Kimchi Pickles 250 g,9.95 AED,Oriental Food
Green Village Fresh Tofu 500 g,7.25 AED,Oriental Food
Mori-Nu Silken Soft Tofu 305 g,15.25 AED,Oriental Food
House Foods Tofu Premium Soft Silken396 g,19.50 AED,Oriental Food
House Foods Premium Tofu Medium Firm 396 g,19.50 AED,Oriental Food
Mori-Nu Gluten Free Nigari Silken Tofu 325 g,12.75 AED,Oriental Food
Mori-Nu Silken Extra Firm Tofu 308 g,13.95 AED,Oriental Food
Mori-Nu Silken Lite Firm Tofu 305 g,15.25 AED,Oriental Food
House Foods Premium Tofu Firm 396 g,19.50 AED,Oriental Food
Wildwood Tofu Firm 439 g,29.90 AED,Oriental Food
House Foods Tofu Extra Firm 340 g,27.95 AED,Oriental Food
House Foods Organic Tofu Cutlet Asta-Age 184 g,19.95 AED,Oriental Food
House Foods Premium Tofu Extra Firm 340 g,17.75 AED,Oriental Food
House Organic Tofu Firm 396 g,23.50 AED,Oriental Food
House Organic Tofu Extra Firm 340 g,21.50 AED,Oriental Food
House Organic Tofu Medium Firm 396 g,19.95 AED,Oriental Food
Wild Wood Organic Tofu Firm 397 g,27.90 AED,Oriental Food
Wildwood Organic Tofu Extra Firm 439 g,29.50 AED,Oriental Food
Wild Wood Organic Tofu Extra Firm 397 g,27.90 AED,Oriental Food
House Foods Tofu Firm 538 g,15.95 AED,Oriental Food
Fresh Paneer 300 g,8.85 AED,"Hummus, Labneh & Other Prepacked Deli"
President Turkish Labneh 250 g,5.45 AED,"Hummus, Labneh & Other Prepacked Deli"
Turkish Plain Labneh 250 g,6.20 AED,"Hummus, Labneh & Other Prepacked Deli"
Saudi Plain Labneh 250 g,5.45 AED,"Hummus, Labneh & Other Prepacked Deli"
Fresh Hummous 300g,7.70 AED,"Hummus, Labneh & Other Prepacked Deli"
Fresh Labneh Low Fat 250 g,7.40 AED,"Hummus, Labneh & Other Prepacked Deli"
Egyptian Roumy Cheese 250 g,10.75 AED,"Hummus, Labneh & Other Prepacked Deli"
Rana Tortelloni Tomato & Mozzarella 250 g,32.20 AED,"Hummus, Labneh & Other Prepacked Deli"
Rana Tortelloni Basil And Pinenuts Pesto 250 g,30.50 AED,"Hummus, Labneh & Other Prepacked Deli"
Rana Tortelloni Ricotta & Spinach 250 g,28.60 AED,"Hummus, Labneh & Other Prepacked Deli"
Rana Ravioli Formaggi with 4 Cheese 250 g,29.90 AED,"Hummus, Labneh & Other Prepacked Deli"
Giovanni Rana Potato Gnocchi 400 g,19.75 AED,"Hummus, Labneh & Other Prepacked Deli"
Rana Pasta Per Lasagne 250 g,18.75 AED,"Hummus, Labneh & Other Prepacked Deli"
Rana Spaghetti 250 g,17.65 AED,"Hummus, Labneh & Other Prepacked Deli"
Balade Labneh Ball Original 500 g,19.75 AED,"Hummus, Labneh & Other Prepacked Deli"
Pizza Flavor Corn Tortilla Chips 250 g,9.00 AED,"Hummus, Labneh & Other Prepacked Deli"
American Specialty Cheddar Cheese Corn Tortilla Chips 200 g,7.40 AED,"Hummus, Labneh & Other Prepacked Deli"
Halawa With Pistachio 300 g,6.75 AED,"Hummus, Labneh & Other Prepacked Deli"
Jordan Halawa with Chocolate 300 g,6.75 AED,"Hummus, Labneh & Other Prepacked Deli"
Halwa Plain 300 g,6.75 AED,"Hummus, Labneh & Other Prepacked Deli"
Banana Ecuador 1 kg,6.95 AED,Fruits
Avocados Kenya 1 kg,12.60 AED,Fruits
Strawberry Egypt 250 g,5.95 AED,Fruits
Watermelon Iran 3 kg,7.35 AED,Fruits
Banana Yellow India 1 kg,9.95 AED,Fruits
Apple Red Iran 1 kg,6.45 AED,Fruits
Apple Royal Gala Poland 1 kg,7.95 AED,Fruits
Apple Rockit 1 pkt 5 pcs,22.00 AED,Fruits
Apple Royal Gala UK 1 kg,9.95 AED,Fruits
Baby Apple Royal Gala 1 kg,7.95 AED,Fruits
Apple Jazz Mini New Zealand 1 pkt,7.95 AED,Fruits
Mandarin Basket 1.5 kg,12.50 AED,Fruits
Orange Navel Egypt 1 kg,4.40 AED,Fruits
Strawberry 250 g,19.50 AED,Fruits
Mango South Africa 1 kg,14.95 AED,Fruits
Orange Valencia Egypt 1 kg,2.95 AED,Fruits
Apple Red USA 1 kg,8.95 AED,Fruits
Apple Green 1 kg,8.65 AED,Fruits
Mango Badami 1 kg,17.95 AED,Fruits
Apple Golden 1 kg,8.95 AED,Fruits
Carrots Australia 500 g,2.50 AED,Vegetables
Tomato UAE 500 g,2.00 AED,Vegetables
Onion Bag 2 kg,8.50 AED,Vegetables
Coconut Shredded India 350 g,5.45 AED,Vegetables
Iceberg Lettuce 500 g,2.50 AED,Vegetables
Salad Combo Pack 2.25 kg,15.00 AED,Vegetables
Tomato 5 kg,19.95 AED,Vegetables
Sweet Potato Purple 500 g,9.95 AED,Vegetables
Kachil Sri Lanka 250 g,4.25 AED,Vegetables
Garlic Pure White China Small 1 pkt,5.50 AED,Vegetables
Tomato Cherry Yellow Holland 250 g,17.50 AED,Vegetables
Garlic Pure White China Big 1 pkt,11.00 AED,Vegetables
Ginger China 250 g,2.10 AED,Vegetables
Garlic Pure White China 250 g,2.45 AED,Vegetables
Suran (Yam) India 1 kg,7.65 AED,Vegetables
Baby Potato India 500 g,5.45 AED,Vegetables
Garlic India 200 g,3.40 AED,Vegetables
Tapioca Sri Lanka 1 kg,6.95 AED,Vegetables
Coconut Whole India 1 pc,2.95 AED,Vegetables
Aravi Small 500 g,4.00 AED,Vegetables
Tomato Cherry Yellow Holland 250 g,17.50 AED,Salad Vegetables
Tomato Beef Local 500 g,3.50 AED,Salad Vegetables
Tomato 1.5 kg,6.50 AED,Salad Vegetables
Tomato Bunch Red Holland 500 g,10.95 AED,Salad Vegetables
Cherry Tomato Bunched Holland 500 g,24.50 AED,Salad Vegetables
Roma Tomato Holland 500 g,10.95 AED,Salad Vegetables
Cherry Tomato Bucket Holland 500 g,21.95 AED,Salad Vegetables
Roma Tomato 500 g,3.50 AED,Salad Vegetables
Cucumber Holland 1 kg,21.95 AED,Salad Vegetables
Tomato Bunch 500 g,1.95 AED,Salad Vegetables
Cucumber 5 kg,29.00 AED,Salad Vegetables
Tomato UAE 500 g,2.00 AED,Salad Vegetables
Armela Snack Cucumber 250 g,4.95 AED,Salad Vegetables
Red Tomato Cherry UAE 250 g,4.95 AED,Salad Vegetables
Cherry Tomato Bucket Morocco 500 g,15.95 AED,Salad Vegetables
Cherry Tomato On Vine Kraft 290 g,12.95 AED,Salad Vegetables
Tomato Cherry Shaker UAE 250 g,8.95 AED,Salad Vegetables
Hola Tomato Cherry Red UAE 1 pkt,4.50 AED,Salad Vegetables
Onion Brown Spain 1 kg,4.15 AED,Salad Vegetables
Mezclum Salad 1 pkt,10.50 AED,Salad Vegetables
Fresh Cut Strawberry 250g,16.00 AED,Fruit Cuts
Fresh Cut Dragon Fruit 250g,8.50 AED,Fruit Cuts
Pomegranate Seeds 250g,13.75 AED,Fruit Cuts
Fresh Cut Coconut 200g,4.30 AED,Fruit Cuts
Fresh Cut Kiwi Fruit 250g,8.50 AED,Fruit Cuts
Fresh Cut Honey Dew 250g,8.20 AED,Fruit Cuts
Fresh Papaya Cuts 250g,5.25 AED,Fruit Cuts
Fresh Cut Citrus 250g,4.20 AED,Fruit Cuts
Sliced Water Melon 250g,3.15 AED,Fruit Cuts
Sliced Sweet Melon 250g,4.70 AED,Fruit Cuts
Sliced Rock Melon 250g,5.65 AED,Fruit Cuts
Mixed Melon 250 g,5.65 AED,Fruit Cuts
Mixed Fruits 250g,7.20 AED,Fruit Cuts
Pineapple Cuts 250g,6.90 AED,Fruit Cuts
Mango Sliced 250g,7.85 AED,Fruit Cuts
Fresh Sliced Kiwi Fruit 400g,10.30 AED,Fruit Cuts
Pakistani Beef Bone In 500 g,13.25 AED,Fresh Beef & Veal
Indian Buffalo Biriyani Cut Boneless 500 g,13.95 AED,Fresh Beef & Veal
Indian Veal Boneless 500 g,14.75 AED,Fresh Beef & Veal
Brazilian Beef Rib Eye Steak 300 g,15.55 AED,Fresh Beef & Veal
Indian Buffalo Mince 500 g,11.95 AED,Fresh Beef & Veal
Brazilian Beef Stroganoff 300 g,14.05 AED,Fresh Beef & Veal
Pakistani Beef Boneless 500 g,18.95 AED,Fresh Beef & Veal
Indian Buffalo Burger 300 g,9.55 AED,Fresh Beef & Veal
Brazilian Beef Cubes 500 g,15.95 AED,Fresh Beef & Veal
Pakistani Beef Curry Cut Bone In 500 g,11.95 AED,Fresh Beef & Veal
New Zealand Beef Chunk Tender 300 g,18.55 AED,Fresh Beef & Veal
Australian Beef Steak Mince 500 g,27.95 AED,Fresh Beef & Veal
New Zealand Beef Mince 500 g,23.45 AED,Fresh Beef & Veal
Australian Beef Mince 500 g,21.95 AED,Fresh Beef & Veal
Australian Beef Cubes 500 g,21.95 AED,Fresh Beef & Veal
New Zealand Beef Cubes 500 g,23.45 AED,Fresh Beef & Veal
Australian Beef Round Steak 300 g,17.05 AED,Fresh Beef & Veal
Brazilian Beef Kofta 500 g,20.95 AED,Fresh Beef & Veal
Indian Buffalo Cubes 500 g,11.95 AED,Fresh Beef & Veal
Brazilian Beef Mince 500 g,15.95 AED,Fresh Beef & Veal
Indian Mutton Cuts Bone In 500 g,20.95 AED,Fresh Lamb
Indian Mutton Rib Chops 200 g,10.60 AED,Fresh Lamb
Indian Mutton Loin Chops 400 g,21.55 AED,Fresh Lamb
Indian Mutton Mince 500 g,32.95 AED,Fresh Lamb
Australian Lamb Heart 500 g,21.95 AED,Fresh Lamb
Indian Mutton Shoulder Cuts 500 g,24.95 AED,Fresh Lamb
Indian Mutton Neck 350 g,16.05 AED,Fresh Lamb
New Zealand Lamb Forequarter 500 g,16.95 AED,Fresh Lamb
Pakistani Mutton Cuts Bone In 500 g,21.95 AED,Fresh Lamb
Australian Lamb Leg Chump On 500 g,22.95 AED,Fresh Lamb
Australian Lamb Leg Steak Boneless 350 g,20.95 AED,Fresh Lamb
Australian Lamb Shank 500 g,22.95 AED,Fresh Lamb
New Zealand Lamb Shoulder Chops 350 g,18.50 AED,Fresh Lamb
Australian Lamb Loin Chops 470 g,26.75 AED,Fresh Lamb
Australian Lamb Leg Steak Bone In 350 g,20.25 AED,Fresh Lamb
Australian Lamb Mince 300 g,18.55 AED,Fresh Lamb
Australian Lamb Forequarter Chops 350 g,18.15 AED,Fresh Lamb
Local Lamb Forequarter 500 g,31.95 AED,Fresh Lamb
Australian Lamb Kofta 500 g,27.95 AED,Fresh Lamb
Australian Lamb Kidney 500 g,23.45 AED,Fresh Lamb
Alyoum Fresh Chicken Breast Fillet 1 kg,55.25 AED,Fresh Chicken
Alyoum Fresh Whole Chicken 1 kg,24.00 AED,Fresh Chicken
Al Ain Fresh Whole Chicken 900 g,20.45 AED,Fresh Chicken
Al Ajban Fresh Chicken Fillet 500 g,26.90 AED,Fresh Chicken
Garden Fresh Chicken Breast Boneless 500 g,20.95 AED,Fresh Chicken
Tanmiah Fresh Chicken Drumsticks 800 g,21.00 AED,Fresh Chicken
Alyoum Fresh Chicken Breast Fillet 500 g,27.50 AED,Fresh Chicken
Al Khazna Fresh Chicken Whole Legs 500 g,14.20 AED,Fresh Chicken
Al Ain Fresh Whole Chicken 1 kg,22.75 AED,Fresh Chicken
A'Saffa Fresh Chicken Breast Boneless/Skinless 500 g,19.95 AED,Fresh Chicken
Al Khazna Fresh Chicken Cut Skinless 12 pcs 750 g,24.40 AED,Fresh Chicken
Al Ain Fresh Whole Chicken 600 g,13.65 AED,Fresh Chicken
Al Ain Farms Fresh Chicken Thighs 900 g,22.95 AED,Fresh Chicken
Fresh Chicken Thigh Bone In 500 g,14.15 AED,Fresh Chicken
Al Ain Mixed Chicken Parts Skin On 800 g,22.00 AED,Fresh Chicken
Al Ain Mixed Chicken Parts Skinless 850 g,19.25 AED,Fresh Chicken
Tanmiah Fresh Whole Chicken Cuts Skinless 900 g,20.95 AED,Fresh Chicken
Al Ajban Fresh Whole Chicken 800 g,17.20 AED,Fresh Chicken
Al Ajban Fresh Whole Chicken 700 g,15.10 AED,Fresh Chicken
Al Ajban Fresh Whole Chicken 900 g,19.35 AED,Fresh Chicken
Local Small Camel Bone In 500 g,25.95 AED,Other Fresh Meat
Local Small Camel Boneless 500 g,27.95 AED,Other Fresh Meat
Fresh Norwegian Salmon Fillet 350 g,29.70 AED,Fresh Fish
Fresh Black Seabream Whole Cleaned 1 kg,38.90 AED,Fresh Fish
Fresh Norwegian Salmon Whole Cleaned 2.5 kg,109.00 AED,Fresh Fish
Fresh Arabian Seabass Whole Cleaned 1 kg,28.90 AED,Fresh Fish
Fresh Sea Bass Whole Cleaned 1 kg,42.90 AED,Fresh Fish
Fresh Sultan Ibrahim Whole Cleaned 500 g,12.45 AED,Fresh Fish
Fresh Mackerel Small 500 g,7.45 AED,Fresh Fish
Fresh Norwegian Salmon Boneless Skinless Fillet 350 g,31.45 AED,Fresh Fish
Sardines Big Whole Cleaned 500 g,6.45 AED,Fresh Fish
Sardines Big Not Cleaned 500 g,6.45 AED,Fresh Fish
King Fish Small Whole Cleaned 2 kg,77.80 AED,Fresh Fish
King Fish Small Steak 2 kg,77.80 AED,Fresh Fish
King Fish Small Curry/Cubes Cut 2 kg,77.80 AED,Fresh Fish
King Fish Small Not Cleaned 2 kg,77.80 AED,Fresh Fish
Fresh Black Pomfret Whole Cleaned 1 kg,38.90 AED,Fresh Fish
Fresh Barracuda Fish Whole Cleaned 1 kg,16.90 AED,Fresh Fish
Fresh Needle Fish Whole Cleaned 500 g,7.45 AED,Fresh Fish
Fresh Biyah Large Whole Cleaned 1 kg,24.90 AED,Fresh Fish
Fresh Jest Trevally Small Whole Cleaned 1 kg,26.90 AED,Fresh Fish
Fresh Farsh Fish Big Whole Cleaned 1.5 kg,28.35 AED,Fresh Fish
Omega Cooked Clams 1 kg,54.90 AED,Shellfish & Speciality Seafoods
Omega Cooked Mussels 1 kg,41.90 AED,Shellfish & Speciality Seafoods
Fresh Dibba Bay Oysters 1 pc,9.90 AED,Shellfish & Speciality Seafoods
"Santa Bremor Caviar Salmon Imitation ""Stolnaya"" 230 g",26.90 AED,Shellfish & Speciality Seafoods
Santa Bremor Caviar Sturgeon Imitation 230 g,26.90 AED,Shellfish & Speciality Seafoods
Defrosted Mussel Half Shell 1 kg,51.90 AED,Shellfish & Speciality Seafoods
Fresh Black Tiger Prawns 500 g,25.95 AED,Shellfish & Speciality Seafoods
Fresh Farmed Prawns Small 500 g,19.95 AED,Shellfish & Speciality Seafoods
Fresh Crab Local Big 1 kg,30.90 AED,Shellfish & Speciality Seafoods
Bluver Anchois Fillet 200 g,27.90 AED,Shellfish & Speciality Seafoods
Bluver Octopus Salads 200 g,38.70 AED,Shellfish & Speciality Seafoods
Saint Malo Happy Surimi Sticks 200 g,19.25 AED,Shellfish & Speciality Seafoods
Salmon Roe Caviar 100 g,63.90 AED,Shellfish & Speciality Seafoods
Saint Malo Surimi Batonnet Sticks 400 g,32.30 AED,Shellfish & Speciality Seafoods
Fresh Crab Local Big 1 kg,18.90 AED,Shellfish & Speciality Seafoods
Fresh Farmed Prawns 30/40 Uncleaned 500 g,17.45 AED,Shellfish & Speciality Seafoods
Fresh Crab Female 500 g,10.95 AED,Shellfish & Speciality Seafoods
Salmon & Shrimp Kebab 250 g,24.25 AED,Shellfish & Speciality Seafoods
Caviar Exclusives Lump Fish Roe Black 100 g,39.90 AED,Shellfish & Speciality Seafoods
Fresh Farmed Prawns Large Head On Fully Cleaned 500 g,21.95 AED,Shellfish & Speciality Seafoods
Caviar Classic Smoked Atlantic Salmon 300 g,41.90 AED,Smoked Fish & Dried Fish
Salmontini Smoked Salmon 100 g,24.95 AED,Smoked Fish & Dried Fish
Royal Dried Roasted Prawn 50 g,3.95 AED,Smoked Fish & Dried Fish
Royal Dried Shark 100 g,4.75 AED,Smoked Fish & Dried Fish
Royal Dried Silver Belly 100 g,4.75 AED,Smoked Fish & Dried Fish
Royal Dried Anchovy 100 g,4.75 AED,Smoked Fish & Dried Fish
Egyptian Herring Fish 1 kg,29.90 AED,Smoked Fish & Dried Fish
Miki's Dried Slipmouth 200 g,12.95 AED,Smoked Fish & Dried Fish
Miki's Dried Herring (Salted Tunsoy) 200 g,14.95 AED,Smoked Fish & Dried Fish
Miki's Dried Anchovies (Dilis) 100 g,9.40 AED,Smoked Fish & Dried Fish
Miki's Dried Mullet (Kapak) 160 g,11.00 AED,Smoked Fish & Dried Fish
Miki's Dried Island Mackerel (Alumahan) 160 g,12.95 AED,Smoked Fish & Dried Fish
Falcon Dried Sardines 180 g,4.25 AED,Smoked Fish & Dried Fish
Falcon Dried Belt Fish 180 g,6.75 AED,Smoked Fish & Dried Fish
Falcon Dried Shark Fish 180 g,5.95 AED,Smoked Fish & Dried Fish
Falcon Dried Dover Sole 180 g,9.50 AED,Smoked Fish & Dried Fish
Falcon Dried Mullan 180 g,8.25 AED,Smoked Fish & Dried Fish
Falcon Dried Shrimps 200 g,7.95 AED,Smoked Fish & Dried Fish
Falcon Dried Mackerel 180 g,6.50 AED,Smoked Fish & Dried Fish
Falcon Dried Prawns 200 g,8.75 AED,Smoked Fish & Dried Fish
Rasagulla 1 pc,2.90 AED,Sweets & Chilled Meals
Rasmalai 1 pc,3.90 AED,Sweets & Chilled Meals
Gulab Jamun 1 pc,2.25 AED,Sweets & Chilled Meals
South Indian Laddu 250g,9.40 AED,Sweets & Chilled Meals
Chocolate Barfi 250g,15.75 AED,Sweets & Chilled Meals
Coconut Barfi 250g,16.00 AED,Sweets & Chilled Meals
Balushahi 250g,6.00 AED,Sweets & Chilled Meals
Kaju Kathli 250 g,17.00 AED,Sweets & Chilled Meals
Milk Peda 250g,15.75 AED,Sweets & Chilled Meals
Mathura Peda 250g,15.75 AED,Sweets & Chilled Meals
Plain Barfi 250g,15.75 AED,Sweets & Chilled Meals
Special Mysore Pak 250g,11.80 AED,Sweets & Chilled Meals
Milk Cake 250 g,15.75 AED,Sweets & Chilled Meals
Mini Gulab Jamun 10pcs,5.25 AED,Sweets & Chilled Meals
Kaju Katli Sugar Free 250 g,21.00 AED,Sweets & Chilled Meals
Indian Peanut Candy 250g,5.95 AED,Sweets & Chilled Meals
Sesame Bar 250 g,9.20 AED,Sweets & Chilled Meals
Jalebi 250g,7.90 AED,Sweets & Chilled Meals
Imarti 250g,9.20 AED,Sweets & Chilled Meals
Motichoor Laddu 250g,10.45 AED,Sweets & Chilled Meals
3 Toppings Pizza Small 1 pc,15.75 AED,Salads & Pizzas
Mediterranean Salad Bowl 400 g,10.40 AED,Salads & Pizzas
Three Beans Salad Bowl 400 g,13.15 AED,Salads & Pizzas
Egg Salad Bowl 400 g,10.00 AED,Salads & Pizzas
Fatoush Salad Bowl 400 g,10.00 AED,Salads & Pizzas
Margherita Pizza Large 1 pc,22.00 AED,Salads & Pizzas
Pizza Chicken BBQ Small 1 pc,24.50 AED,Salads & Pizzas
Chicken Shawarma Pizza Large 1 pc,34.50 AED,Salads & Pizzas
Pepperoni Pizza Large 1 pc,32.50 AED,Salads & Pizzas
Quinoa Rainbow Salad 400 g,11.95 AED,Salads & Pizzas
Eggless Low Fat Garlic Paste 200g,3.95 AED,Salads & Pizzas
